name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
cell cycle	382	0.00301969929297819	3	513	GO:0007049	0.0752174855581129	-672	1.93652604859912e-09	3	432	GO:0007049	9.07262453768688e-07
cell killing	1599	0.00292853411562665	1	28	GO:0001906;GO:0031640;GO:0044364;GO:0019835;GO:0044179;GO:0051715	0.0739927208407927	1948	8.17423053672764e-05	1	21	GO:0001906;GO:0031640;GO:0044364;GO:0019835;GO:0044179;GO:0051715	0.00604677948387932
endosomal transport	-907	0.00113925708040191	2	105	GO:0016197	0.0435279564987705	-788	0.00102174080058312	2	90	GO:0016197	0.037790965663673
establishment of localization in cell	-338	0.0018184286513195	2	741	GO:0051649	0.0564072966790494	-342	0.000254038037718813	2	640	GO:0046907;GO:0051649	0.0145734882454609
lung development	-1217	0.00153624018860008	3	55	GO:0030324	0.0496189743390108	-1091	0.00111237812343603	3	46	GO:0030324	0.0390861863122335
maintenance of organ identity	-2036	0.0001997910068452	4	27	GO:0048496	0.013909893876578	-1765	9.92637009686641e-05	3	25	GO:0048496	0.0068056161810467
organelle fission	586	0.000318919214311872	4	315	GO:0000280;GO:0048285;GO:0007067	0.0175293666392824	-666	4.72593616713082e-06	2	250	GO:0000280;GO:0048285;GO:0007067	0.000577591589817597
organonitrogen compound biosynthetic process	513	0.00189759250627199	3	305	GO:1901566	0.0577199740014577	465	0.00165191379342484	4	242	GO:1901566	0.0527673826513321
oxidation-reduction process	1011	1.84113938832533e-20	3	733	GO:0055114	5.76828970362326e-17	361	0.000221899864349464	3	580	GO:0055114	0.0133836421536293
photoreceptor cell maintenance	-1326	0.00361077278370445	3	39	GO:0045494	0.0817015729713238	-1330	0.00036124507954963	2	37	GO:0045494	0.0178150862914739
protein modification by small protein conjugation or removal	-633	4.40927186783007e-07	2	543	GO:0016567;GO:0032446;GO:0070647	0.000136535563683459	-625	2.60196341701112e-08	2	430	GO:0016567;GO:0032446;GO:0070647	7.31411916521826e-06
proteolysis	-494	1.7667625280921e-06	3	823	GO:0006508	0.000425789769270196	757	4.2417362490709e-16	3	644	GO:0006508	6.47489654102238e-13
regulation of cell communication	-289	0.00194255459261212	2	1038	GO:0009966;GO:0010646;GO:0023051	0.0579621289395597	-324	6.5673543325283e-05	2	874	GO:0009966;GO:0010646;GO:0023051	0.00512800917464918
regulation of osteoblast proliferation	-2595	0.000168185336404271	2	17	GO:0033688	0.0129145492403313	-2159	0.000588433756852014	2	13	GO:0033688	0.0250619286441062
translation	-1389	1.91480306412944e-12	4	212	GO:0006412	2.99953899995877e-09	921	1.47491250245492e-08	3	199	GO:0006412	4.60664338266753e-06
translational elongation	-1889	0.00144507290881879	5	23	GO:0006414	0.0479141220213897	1624	0.000777157890607506	5	22	GO:0006414	0.0321263357426132
tRNA aminoacylation for protein translation	-3262	3.77256244585843e-08	4	23	GO:0006418;GO:0043039;GO:0043038	1.96990635714574e-05	-1735	0.000241955975117963	8	23	GO:0006418;GO:0043039;GO:0043038	0.0141695467928457
