name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
anatomical structure morphogenesis	-524	2.46491113944459e-06	2	653	GO:0009653	0.00036046390996354	386	0.00123688578121586	2	728	GO:0009653	0.0500320298501815
cell surface receptor signaling pathway	-566	2.92184144927633e-10	2	1049	GO:0007166	2.9909916969092e-07	338	0.000404523078592494	2	1192	GO:0007166	0.0229655558302686
establishment of localization in cell	-518	1.01936688853832e-06	3	726	GO:0046907;GO:0051649	0.00018414563027654	-405	0.000487758162940369	2	777	GO:0051649	0.0258733114721879
nucleoside monophosphate biosynthetic process	1190	0.00271541194615085	3	48	GO:0009168;GO:0009127;GO:0009156;GO:0009124	0.0482024860498801	-1390	0.00164610850707427	5	50	GO:0009156;GO:0009124	0.0594682057962298
oxidation-reduction process	844	5.02200995951985e-15	3	699	GO:0055114	1.54225925856855e-11	479	2.89270749681932e-05	3	797	GO:0055114	0.00312026715323577
protein autoubiquitination	-1617	4.37126224391364e-07	2	74	GO:0051865	9.58867596504199e-05	1414	3.06105070116717e-05	2	85	GO:0051865	0.0031953419577345
protein folding	1082	3.60506221301437e-05	4	111	GO:0006457	0.00335489274429307	-1488	2.76102469098304e-07	2	117	GO:0006457	6.38191135715794e-05
regulation of cell proliferation	-502	0.000135941236545967	4	456	GO:0042127	0.0067248542549758	424	0.0030149485741041	3	498	GO:0042127	0.0911810615495408
regulation of localization	-408	0.000183877592091793	2	680	GO:0032879	0.00868750900482917	511	1.49192873696631e-05	2	749	GO:0032879	0.00185687745877807
regulation of multicellular organismal process	-422	2.32876093232092e-05	3	829	GO:0051239	0.00255415172255627	343	0.00144881169274955	2	911	GO:0051239	0.0553400234689258
regulation of neural precursor cell proliferation	-1229	0.000825609096146844	5	56	GO:2000177	0.0222407503005874	1329	0.000891979358974883	2	61	GO:2000177	0.0400895167450378
regulation of transport	-503	7.74344617569601e-05	4	489	GO:0051049	0.00494987364349869	470	0.000655322818721244	3	537	GO:0051049	0.0326249944827992
response to mechanical stimulus	-708	0.00478618595270484	3	121	GO:0009612	0.0693319672677196	1224	9.17954552882862e-06	3	129	GO:0009612	0.00141452425387092
sodium ion transport	1082	0.000564976557329696	2	77	GO:0006814	0.0166831058419182	1242	9.23622145721573e-05	6	97	GO:0006814	0.00728985674037807
translation	1022	8.7287590700439e-08	2	211	GO:0006412	2.43691082764589e-05	-872	4.26477010553854e-05	2	218	GO:0006412	0.00394308458900649
translational initiation	1146	0.00241405101972347	2	53	GO:0006413	0.0462455424015648	-1852	1.09324654715896e-05	3	55	GO:0006413	0.00160806628482109
tRNA aminoacylation for protein translation	-2255	8.21655651880415e-05	7	23	GO:0006418;GO:0043039;GO:0043038	0.00499736342738546	-3855	1.39301175210737e-09	7	24	GO:0006418;GO:0043039;GO:0043038	1.19096953829463e-06
tRNA metabolic process	-828	0.00756791176186078	2	79	GO:0006399	0.0920761234999867	-1481	1.26233903387632e-05	3	85	GO:0006399	0.00163397164544951
