name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
alpha-amino acid metabolic process	788	8.92410640040339e-05	3	190	GO:1901605	0.00527037129916131	656	0.00120121025488637	2	201	GO:1901605	0.0442751968065764
cell killing	1965	0.000202324445457142	1	27	GO:0001906;GO:0031640;GO:0044364;GO:0019835;GO:0044179;GO:0051715	0.00923337609754214	1599	0.00292853411562665	1	28	GO:0001906;GO:0031640;GO:0044364;GO:0019835;GO:0044179;GO:0051715	0.0739927208407927
cell surface receptor signaling pathway	-566	2.92184144927633e-10	2	1049	GO:0007166	2.9909916969092e-07	-277	0.00241048066854021	3	1092	GO:0007166	0.0643776694155362
cellular lipid metabolic process	506	0.000562422843733377	2	363	GO:0044255	0.0166831058419182	585	8.54251250958073e-05	2	378	GO:0044255	0.00836365365391138
cellular modified amino acid metabolic process	943	0.000459832626140203	2	105	GO:0006575	0.0148504357320799	819	0.00229856190125798	2	113	GO:0006575	0.0632635314745013
chromosome segregation	1503	9.53486721516668e-05	3	51	GO:0007059	0.00532722735741802	1146	0.00404467294775351	2	51	GO:0007059	0.0885422903214377
cofactor metabolic process	877	0.000156407103634506	2	142	GO:0006732;GO:0051186	0.007505097113462	827	0.000526495617155094	3	144	GO:0006732;GO:0051186	0.0261827106118557
death	-402	0.0029266567211811	2	431	GO:0006915;GO:0012501;GO:0008219;GO:0016265	0.0507783208516789	-426	0.0020590674622311	4	442	GO:0006915;GO:0012501;GO:0008219;GO:0016265	0.0599802618830366
defense response	-539	0.00040919218935164	3	335	GO:0006952	0.0135889619958424	-785	4.79377976545817e-07	3	344	GO:0006952	0.000136535563683459
defense response to other organism	-1059	0.000114578689924816	3	101	GO:0098542	0.00606674408205362	-1097	0.000103994708613313	2	102	GO:0098542	0.00987319460865181
endosomal transport	-1063	7.89787719086407e-05	4	105	GO:0016197	0.00494987364349869	-907	0.00113925708040191	2	105	GO:0016197	0.0435279564987705
establishment of localization in cell	-518	1.01936688853832e-06	3	726	GO:0046907;GO:0051649	0.00018414563027654	-338	0.0018184286513195	2	741	GO:0051649	0.0564072966790494
fatty acid beta-oxidation	1979	0.000547752127775319	2	23	GO:0006635	0.016654918657406	1939	0.000840418149975899	5	24	GO:0006635	0.0355881544665914
fatty acid catabolic process	1322	0.00389536227512367	4	36	GO:0009062;GO:0019395;GO:0034440	0.0606289629795602	1844	6.49278254935765e-05	2	38	GO:0009062;GO:0019395;GO:0034440	0.00678062924237917
fatty acid metabolic process	854	0.000210464450285884	3	144	GO:0006631	0.00923337609754214	1196	3.09913371934376e-07	4	150	GO:0006631	0.0001213698242838
