name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
anion transport	738	0.000331459020165732	2	195	GO:0006820	0.017904501899642	987	3.43036031981709e-06	3	219	GO:0006820	0.000555032299746405
cell surface receptor signaling pathway	-277	0.00241048066854021	3	1092	GO:0007166	0.0643776694155362	338	0.000404523078592494	2	1192	GO:0007166	0.0229655558302686
chloride transport	1492	0.00143315223812811	4	37	GO:0006821;GO:1902476	0.0479141220213897	2480	3.61977610904481e-07	2	41	GO:0006821;GO:1902476	7.809063659246e-05
DNA integration	-609	0.00156368800082881	2	223	GO:0015074	0.0499901480264965	-740	6.72521568123425e-05	2	289	GO:0015074	0.00572705209065106
establishment of localization in cell	-338	0.0018184286513195	2	741	GO:0051649	0.0564072966790494	-405	0.000487758162940369	2	777	GO:0051649	0.0258733114721879
establishment of protein localization	-321	0.00457365841896696	2	676	GO:0045184;GO:0015031	0.0955284788441566	-650	8.36122537141911e-08	2	706	GO:0045184;GO:0015031	2.70569253019122e-05
inorganic anion transport	1782	5.25839937342227e-06	3	53	GO:0015698	0.0010983043491288	2043	4.08403595702888e-07	4	60	GO:0015698	8.25996272309091e-05
nucleic acid phosphodiester bond hydrolysis	-562	0.00093505446315349	2	288	GO:0090305	0.0377146687407782	-692	3.82602850850949e-05	2	355	GO:0090305	0.00375182674349597
organic cation transport	2277	0.00192231155118281	4	15	GO:0015695	0.0579096354793822	2504	0.000925894385381433	4	17	GO:0015695	0.0410437565903331
oxidation-reduction process	1011	1.84113938832533e-20	3	733	GO:0055114	5.76828970362326e-17	479	2.89270749681932e-05	3	797	GO:0055114	0.00312026715323577
peptidyl-proline hydroxylation	2625	0.000868880022878271	2	13	GO:0019511	0.0358184356799687	2840	0.00101916581301577	2	13	GO:0019511	0.0439736076122538
protein autoubiquitination	-1220	0.000173128333256915	2	77	GO:0051865	0.0129145492403313	1414	3.06105070116717e-05	2	85	GO:0051865	0.0031953419577345
protein hydroxylation	1931	0.00308073296307097	6	19	GO:0018126	0.0752174855581129	2250	0.00165393650236733	4	19	GO:0018126	0.0594682057962298
proteolysis	-494	1.7667625280921e-06	3	823	GO:0006508	0.000425789769270196	-564	1.88817705084143e-07	3	903	GO:0006508	5.09178411376906e-05
RNA-dependent DNA replication	-827	8.4919569806779e-07	2	295	GO:0006278	0.000221710843503865	-875	3.8892662896141e-08	2	397	GO:0006278	1.39840730146569e-05
translation	-1389	1.91480306412944e-12	4	212	GO:0006412	2.99953899995877e-09	-872	4.26477010553854e-05	2	218	GO:0006412	0.00394308458900649
tRNA aminoacylation for protein translation	-3262	3.77256244585843e-08	4	23	GO:0006418;GO:0043039;GO:0043038	1.96990635714574e-05	-3855	1.39301175210737e-09	7	24	GO:0006418;GO:0043039;GO:0043038	1.19096953829463e-06
trypsinogen activation	3264	0.00028130106208946	2	10	GO:0006931;GO:0032023	0.0160239314095687	3736	0.000150030109255337	4	10	GO:0006931;GO:0032023	0.0103297326287292
