name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
aminoglycan metabolic process	1010	0.00213939508561654	2	70	GO:0006022	0.0429417144309045	1178	9.00040662374717e-05	2	57	GO:0006022	0.00632503575483832
anatomical structure morphogenesis	-524	2.46491113944459e-06	2	653	GO:0009653	0.00036046390996354	-332	0.000940210098885977	2	548	GO:0009653	0.036204528602308
axonemal dynein complex assembly	-2092	0.00434650044572851	3	14	GO:0070286	0.065597391469244	-2093	0.00346696711042557	2	10	GO:0070286	0.0929118206302274
cardiac septum development	-1775	0.000320998291512805	3	31	GO:0003279	0.0115974794498332	-1685	8.44525988143568e-05	2	28	GO:0003279	0.00608708346838864
cell killing	1965	0.000202324445457142	1	27	GO:0001906;GO:0031640;GO:0044364;GO:0019835;GO:0044179;GO:0051715	0.00923337609754214	1948	8.17423053672764e-05	1	21	GO:0001906;GO:0031640;GO:0044364;GO:0019835;GO:0044179;GO:0051715	0.00604677948387932
cell part morphogenesis	-1009	5.60048902420711e-07	4	189	GO:0032990;GO:0048858	0.000107494386208375	-937	2.39118580658804e-07	4	159	GO:0032990;GO:0048858	4.80115950165641e-05
cell projection organization	-870	8.89095166559369e-10	2	389	GO:0030030	6.82602814125956e-07	-891	8.94935442227964e-13	3	345	GO:0030030	8.38554509367602e-10
cellular component morphogenesis	-734	1.13152871646076e-05	2	277	GO:0032989	0.00151083682097869	-741	1.12818511802649e-06	2	228	GO:0032989	0.000176184909265137
cellular component movement	-654	1.4232497163886e-07	3	515	GO:0006928	3.64233323252449e-05	-590	1.09903882750743e-07	3	439	GO:0006928	2.57449845343615e-05
cilium morphogenesis	-1364	2.64423463210256e-05	2	72	GO:0060271	0.00270681485172899	-1597	3.10904285758659e-08	3	62	GO:0060271	7.94501770243264e-06
cilium movement	-2037	5.05883609920847e-07	5	46	GO:0003341	0.000103571237737795	-2086	9.34516727848695e-09	2	39	GO:0003341	3.28365815247835e-06
cilium organization	-1091	0.00033387313648883	2	82	GO:0042384;GO:0044782	0.0118067265461406	-1109	3.95178709132654e-05	2	71	GO:0042384;GO:0044782	0.00370282450457297
convergent extension	-1624	0.000686734734843371	2	33	GO:0060026;GO:0060027;GO:2000050;GO:2000095	0.0195274293583703	-1790	1.537383404283e-05	5	30	GO:0060026;GO:0060027;GO:2000050;GO:2000095	0.00172863389977581
covalent chromatin modification	-624	0.0033679795860797	6	169	GO:0016569;GO:0016570	0.056519482562026	-622	0.000936236253118053	5	148	GO:0016569;GO:0016570	0.036204528602308
cytoskeleton organization	-623	8.29910565928552e-05	3	310	GO:0007010	0.00499736342738546	-732	1.24029264912322e-07	2	277	GO:0007010	2.68189433591182e-05
embryonic heart tube morphogenesis	-1655	1.7295013059942e-05	4	51	GO:0001947;GO:0003143	0.00196714759655859	-1277	0.000223774877702091	2	43	GO:0001947;GO:0003143	0.0133836421536293
endosomal transport	-1063	7.89787719086407e-05	4	105	GO:0016197	0.00494987364349869	-788	0.00102174080058312	2	90	GO:0016197	0.037790965663673
epithelial cilium movement	-1493	0.00558629064944873	2	26	GO:0003351	0.0752465255720032	-1950	2.50020797454191e-05	2	24	GO:0003351	0.0027031094678605
establishment of localization in cell	-518	1.01936688853832e-06	3	726	GO:0046907;GO:0051649	0.00018414563027654	-342	0.000254038037718813	2	640	GO:0046907;GO:0051649	0.0145734882454609
establishment of spindle localization	-1816	0.00192267694854406	2	22	GO:0051293	0.0406596070054097	-1864	0.000163757291464726	3	21	GO:0051293	0.0104618578706215
