name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
alpha-amino acid metabolic process	1093	7.39098813917187e-09	2	172	GO:1901605	1.66354086886284e-06	656	0.00120121025488637	2	201	GO:1901605	0.0442751968065764
cell cycle	-687	4.55436846889227e-09	2	464	GO:0007049	1.11050684499823e-06	382	0.00301969929297819	3	513	GO:0007049	0.0752174855581129
cell surface receptor signaling pathway	-371	1.25690766873044e-05	2	938	GO:0007166	0.000919427959676317	-277	0.00241048066854021	3	1092	GO:0007166	0.0643776694155362
cellular component assembly	-456	1.99549893711614e-06	3	716	GO:0022607	0.000224570380384686	318	0.00247697294178151	2	793	GO:0022607	0.0646696352216789
cellular lipid metabolic process	394	0.00432198346461022	3	329	GO:0044255	0.0662100712955471	585	8.54251250958073e-05	2	378	GO:0044255	0.00836365365391138
cellular modified amino acid metabolic process	1250	7.87363037720678e-07	2	95	GO:0006575	0.000109705916589081	819	0.00229856190125798	2	113	GO:0006575	0.0632635314745013
cofactor metabolic process	1219	3.54706502633913e-08	2	125	GO:0006732;GO:0051186	6.91914151137886e-06	827	0.000526495617155094	3	144	GO:0006732;GO:0051186	0.0261827106118557
establishment of planar polarity of embryonic epithelium	-2342	0.00156334340860507	3	11	GO:0033690;GO:0042249;GO:0043932;GO:0090177	0.0360184473510113	-2630	0.000849869478189628	4	13	GO:0033690;GO:0042249;GO:0043932;GO:0090177	0.0355881544665914
fatty acid metabolic process	722	0.00099862874230546	2	127	GO:0006631	0.0260891758927301	1196	3.09913371934376e-07	4	150	GO:0006631	0.0001213698242838
immune system process	-514	5.48860206439266e-05	1	389	GO:0002376	0.00308839416161787	-799	7.43542192288777e-09	1	442	GO:0002376	7.76505896146913e-06
isoprenoid metabolic process	1297	0.0028518743050443	2	32	GO:0006720;GO:0006721	0.0505732376761189	1277	0.00406961053504214	3	41	GO:0006720;GO:0006721	0.0885422903214377
lipid biosynthetic process	497	0.00438983905822667	2	203	GO:0008610	0.0668993181477669	555	0.00345716967979313	3	229	GO:0008610	0.079642004461705
lipid metabolic process	332	0.00373648759803806	2	488	GO:0006629	0.0613353265098555	553	8.2717627447893e-06	2	556	GO:0006629	0.00161971454246405
maintenance of organ identity	-1760	0.000343794198396374	3	25	GO:0048496	0.0125438391254457	-2036	0.0001997910068452	4	27	GO:0048496	0.013909893876578
monocarboxylic acid metabolic process	624	0.000334116991103	4	204	GO:0032787	0.0123750166578149	1028	2.22106391269031e-08	2	245	GO:0032787	1.73964830961469e-05
monosaccharide metabolic process	985	0.000353377594352433	2	80	GO:0005996;GO:0019318	0.0126095468423807	1334	5.21295097039068e-06	4	95	GO:0005996;GO:0019318	0.0010983043491288
organelle fission	-663	9.95346938889705e-06	2	276	GO:0000280;GO:0048285;GO:0007067	0.000766417142945073	586	0.000318919214311872	4	315	GO:0000280;GO:0048285;GO:0007067	0.0175293666392824
organic acid metabolic process	701	1.80622359049251e-09	3	469	GO:0006082;GO:0019752;GO:0043436	5.8722335842012e-07	647	1.81533779888731e-07	2	557	GO:0006082;GO:0019752;GO:0043436	8.12493331987706e-05
organonitrogen compound biosynthetic process	785	3.43663820115461e-07	2	262	GO:1901566	5.0278016882892e-05	513	0.00189759250627199	3	305	GO:1901566	0.0577199740014577
organonitrogen compound metabolic process	268	0.00180569071367504	2	915	GO:1901564	0.0383262600676808	350	0.000150353496693125	2	1063	GO:1901564	0.0123962501352516
oxidation-reduction process	1041	3.14187126122426e-24	2	618	GO:0055114	9.19311531034219e-21	1011	1.84113938832533e-20	3	733	GO:0055114	5.76828970362326e-17
peptidyl-tyrosine dephosphorylation	-1111	0.00101470596112817	5	53	GO:0035335	0.0261516888434627	-1362	0.000131830810574948	2	64	GO:0035335	0.0114729424869809
photoreceptor cell maintenance	-1242	0.00212914651030742	3	37	GO:0045494	0.0415325512610634	-1326	0.00361077278370445	3	39	GO:0045494	0.0817015729713238
positive regulation of metabolic process	-245	0.00672141904465708	2	817	GO:0009893;GO:0010604;GO:0031325	0.0847710005373561	-301	0.00237371433227309	2	908	GO:0009893;GO:0010604;GO:0031325	0.0643776694155362
positive regulation of response to stimulus	-354	0.00214346385699112	2	481	GO:0009967;GO:0010647;GO:0023056;GO:0048584	0.0415349354010332	-465	0.000204313038037568	2	545	GO:0009967;GO:0010647;GO:0023056;GO:0048584	0.0139154945254717
protein modification by small protein conjugation or removal	-355	0.00224808851344969	7	471	GO:0016567;GO:0032446;GO:0070647	0.0427136817555441	-633	4.40927186783007e-07	2	543	GO:0016567;GO:0032446;GO:0070647	0.000136535563683459
regulation of cell communication	-412	1.32361067904354e-06	4	930	GO:0009966;GO:0010646;GO:0023051	0.000154915393875256	-289	0.00194255459261212	2	1038	GO:0009966;GO:0010646;GO:0023051	0.0579621289395597
regulation of cyclic nucleotide metabolic process	-1080	0.000200220714833979	2	72	GO:0030799;GO:0030814	0.00855042635850677	-906	0.00304614160003354	2	87	GO:0030799;GO:0030814	0.0752174855581129
regulation of immune system process	-437	0.00880428278076603	3	222	GO:0002682	0.0994646000637892	-518	0.00449721634143457	2	249	GO:0002682	0.0949209321223004
response to biotic stimulus	-492	0.00384039164587836	2	213	GO:0043207;GO:0009607	0.0616357598848269	-751	5.65021301718858e-05	2	238	GO:0043207;GO:0009607	0.00610417840787994
response to other organism	-566	0.00543053752058654	2	148	GO:0051707	0.0756654894535058	-962	1.91498081438198e-05	2	162	GO:0051707	0.00315770257445197
single-organism biosynthetic process	666	3.82574328666593e-09	2	500	GO:0044711	1.01764771425314e-06	513	2.41497643836644e-05	2	582	GO:0044711	0.00349630411517102
small molecule biosynthetic process	832	1.10237691968981e-06	3	212	GO:0046394;GO:0016053;GO:0044283	0.000134398119458849	579	0.0013083295504397	3	255	GO:0046394;GO:0016053;GO:0044283	0.0460561402418829
